date,open,high,low,close,volume,adjclose
1497447000,80.11000061035156,80.91999816894531,79.62000274658203,80.83999633789062,4013100,79.64523315429688
1497533400,80.37999725341797,81.23999786376953,80.2300033569336,80.69999694824219,2773400,79.5073013305664
1497619800,80.86000061035156,81.4800033569336,80.7699966430664,81.44999694824219,5914700,80.2462158203125
1497879000,81.55999755859375,81.94000244140625,81.29000091552734,81.87999725341797,3076500,80.66986083984375
1497965400,81.9800033569336,82.80999755859375,81.80000305175781,82.51000213623047,3929100,81.29056549072266
1498051800,82.5999984741211,82.80000305175781,81.98999786376953,82.20999908447266,2683400,80.99498748779297
1498138200,82.11000061035156,82.62999725341797,82.05999755859375,82.25,2312100,81.03439331054688
1498224600,82.38999938964844,82.69999694824219,82.05999755859375,82.22000122070312,3785300,81.00483703613281
1498483800,82.5,83.29000091552734,82.44000244140625,82.95999908447266,2491600,81.73390197753906
1498570200,83.05999755859375,83.5199966430664,83.01000213623047,83.08000183105469,2994500,81.85212707519531
1498656600,83.51000213623047,84.2699966430664,83.4000015258789,83.97000122070312,3668500,82.72897338867188
1498743000,84.91999816894531,85.38999938964844,83.16000366210938,83.62999725341797,5092600,82.39400482177734
1498829400,84.08999633789062,84.63999938964844,83.58999633789062,84.23999786376953,3320800,82.99498748779297
1499088600,84.69000244140625,85.73999786376953,84.69000244140625,85.0999984741211,2306900,83.84227752685547
1499261400,85.22000122070312,85.87999725341797,84.80999755859375,84.88999938964844,3501200,83.95105743408203
1499347800,84.66999816894531,84.83999633789062,83.72000122070312,83.73999786376953,3213400,82.81376647949219
1499434200,83.93000030517578,84.69000244140625,83.7699966430664,84.33000183105469,2454600,83.39725494384766
1499693400,84.12999725341797,84.56999969482422,83.97000122070312,84.30000305175781,2147000,83.36758422851562
1499779800,84.2300033569336,84.30999755859375,83.54000091552734,84.16000366210938,2733200,83.22913360595703
1499866200,84.27999877929688,84.9800033569336,84.05999755859375,84.81999969482422,4629100,83.8818359375
1499952600,84.93000030517578,85.43000030517578,84.73999786376953,85.37000274658203,3309400,84.42574310302734
1500039000,84.8499984741211,85.55999755859375,84.58999633789062,85.27999877929688,3354700,84.33673858642578
1500298200,85.12999725341797,85.5199966430664,84.77999877929688,85.22000122070312,2190500,84.27741241455078
1500384600,84.95999908447266,85.55999755859375,84.76000213623047,85.5199966430664,2816000,84.57408142089844
1500471000,85.76000213623047,85.9800033569336,85.30000305175781,85.93000030517578,5539700,84.97955322265625
1500557400,84.94000244140625,85.44999694824219,84.52999877929688,85.3499984741211,5386400,84.40596771240234
1500643800,85.79000091552734,86.27999877929688,85.43000030517578,85.58999633789062,3570400,84.643310546875
